x;y;distance_to_neighbour;km;qsim_id;comment
13.3746785;52.5514666;0.016193063;2.1;Pa2_Panke.2_2.118;
13.3777039;52.5532166;0.282638777;2.4;;
13.3777039;52.5532166;0;2.4;;
13.3781039;52.5534277;0.035850043;2.4;Pa2_Panke.2_2.3525;
13.3781039;52.5534277;0;2.4;Pa2_Panke.2_2.391;
13.3785149;52.5536732;0.038996523;2.4;;
13.3786555;52.5537638;0.013866507;2.5;Pa2_Panke.2_2.458;
13.3787962;52.5539229;0.020108884;2.5;;
13.3790036;52.5542455;0.03855777;2.5;;
13.3792703;52.5543958;0.024612601;2.5;Pa2_Panke.2_2.532;
13.3796965;52.5545807;0.035436971;2.6;;
13.3798924;52.5547145;0.019941163;2.6;Pa2_Panke.2_2.6;
13.3800003;52.5548366;0.015429792;2.6;Pa2_Panke.2_2.646;
13.3805266;52.5551868;0.052807425;2.7;Pa2_Panke.2_2.695;
13.3810393;52.5558964;0.08627799;2.7;;
13.3810393;52.5558964;0;2.7;Pa2_Panke.2_2.7425;
13.3813552;52.5563479;0.054619214;2.8;Pa2_Panke.2_2.795;
13.3813552;52.5563479;0;2.8;;
13.3814409;52.5565709;0.025492846;2.8;Pa2_Panke.2_2.832;
13.381621;52.5568517;0.033550984;2.9;Pa2_Panke.2_2.867;
13.3817981;52.5570498;0.025099239;2.9;Pa2_Panke.2_2.9519;
13.3823026;52.5578368;0.094026782;3;Pa2_Panke.2_3.01;
13.3827835;52.5586377;0.094910449;3.1;Pa2_Panke.2_3.092;
13.3832632;52.5594008;0.090939921;3.2;Pa2_Panke.2_3.228;
13.3843219;52.5604233;0.1344963;3.3;Pa2_Panke.2_3.311;
13.3847961;52.5608578;0.058045776;3.4;Pa2_Panke.2_3.383;
13.3849373;52.5610615;0.024606853;3.4;;
13.3850314;52.5612412;0.020993236;3.4;Pa2_Panke.2_3.413;
13.3850815;52.5614198;0.020168668;3.4;;
13.3851574;52.5616232;0.023217651;3.4;Pa2_Panke.2_3.442;
13.3852846;52.5618131;0.022824914;3.5;;
13.3853946;52.5620641;0.028915763;3.5;;
13.3854646;52.562306;0.027341655;3.5;Pa2_Panke.2_3.484;
13.3855519;52.562474;0.019612575;3.5;;
13.3857004;52.5626708;0.024102492;3.6;;
13.3858614;52.5629837;0.036495996;3.6;;
13.386049;52.5633415;0.041804263;3.6;;
13.3861141;52.5636413;0.033663071;3.7;Pa2_Panke.2_3.677;
13.3862191;52.5637227;0.011514917;3.7;;
13.3863432;52.56378;0.010545509;3.7;;
13.3864099;52.563824;0.006660527;3.7;;
13.3864561;52.563921;0.011241453;3.7;Pa2_Panke.2_3.712;
13.3865713;52.5643954;0.053382209;3.8;Pa2_Panke.2_3.783;
13.3865876;52.5644989;0.011574242;3.8;;
13.3866052;52.5645923;0.010465226;3.8;Pa2_Panke.2_3.823;
13.3868299;52.5651472;0.06361497;3.9;Pa2_Panke.2_3.861;
13.3868299;52.5651472;0;3.9;Pa2_Panke.2_3.919;
13.3877247;52.5671339;0.229296642;4.1;Pa2_Panke.2_4.0527;
13.3882085;52.567473;0.049965543;4.1;Pa2_Panke.2_4.086;
13.3884542;52.5676464;0.025475098;4.2;;
13.3888876;52.5679097;0.041461452;4.2;;
13.3895703;52.5683754;0.069435686;4.3;;
13.3898111;52.5685558;0.025860121;4.3;;
13.3901763;52.5688294;0.039219959;4.3;;
13.3909384;52.5694016;0.081952162;4.4;;
13.3919248;52.5700643;0.099480443;4.5;;
13.392027;52.5701274;0.009856666;4.5;;
13.3921188;52.5701573;0.007046711;4.5;;
13.3922822;52.5701956;0.011849078;4.6;;
13.3928373;52.570268;0.038412373;4.6;;
13.3950674;52.5704767;0.152663309;4.7;;
13.3964477;52.5705377;0.093635275;4.8;;
13.3972183;52.5705724;0.052280313;4.9;;
13.3976179;52.5706502;0.028389475;4.9;;
13.3979379;52.5707494;0.024304157;4.9;;
13.398213;52.570881;0.023686353;5;;
13.398213;52.570881;0;5;;
13.398473;52.5710144;0.023020981;5;;
13.398473;52.5710144;0;5;;
13.3990473;52.5712467;0.046674106;5;;
13.3997847;52.5716708;0.068686723;5.1;;
13.4005536;52.57204;0.066297132;5.2;;
13.4008409;52.5721456;0.022715748;5.2;;
13.4012392;52.5723696;0.036714234;5.2;;
13.4016303;52.5725896;0.03605418;5.3;;
13.4025141;52.5730003;0.075269212;5.3;;
13.4033117;52.5734502;0.073620985;5.4;;
13.4040628;52.5738418;0.06695101;5.5;;
13.4044513;52.5740322;0.033764533;5.5;;
13.4052271;52.5743712;0.064643377;5.6;;
13.406482;52.574822;0.09861909;5.7;;
13.4067871;52.5749991;0.028542909;5.7;;
13.4072472;52.5751793;0.03703029;5.7;;
13.407575;52.5753328;0.027995684;5.8;;
13.4077374;52.5754644;0.018311604;5.8;;
13.4077967;52.5756257;0.018398519;5.8;;
13.4078851;52.5757531;0.015391422;5.8;;
13.4080161;52.5758237;0.011845014;5.8;;
13.4081068;52.5759084;0.011249456;5.8;;
13.4081113;52.5759985;0.010034505;5.9;;
13.408067;52.5760608;0.007555023;5.9;;
13.4079799;52.5761977;0.01633908;5.9;;
13.4079779;52.5763305;0.014783848;5.9;;
13.4080742;52.5765082;0.020826591;5.9;;
13.408421;52.5768456;0.044284224;6;;
13.4086553;52.5772575;0.048514669;6;;
13.4087443;52.5773455;0.011498354;6;;
13.4091525;52.577575;0.037619269;6.1;;
13.4093618;52.5776677;0.017520094;6.1;;
13.4098137;52.5778138;0.034626855;6.1;;
13.4098581;52.5778747;0.007414907;6.1;;
13.4098813;52.5779495;0.008473307;6.1;;
13.4097869;52.5782411;0.033082927;6.2;;
13.4095788;52.5784333;0.025611302;6.2;;
13.4095238;52.5785899;0.017825234;6.2;;
13.40956;52.5787196;0.014644327;6.2;;
13.4097023;52.5788229;0.014996435;6.2;;
13.409897;52.5789571;0.019915806;6.3;;
13.4101718;52.579057;0.021661474;6.3;;
13.4110306;52.5791811;0.05971352;6.3;;
13.4118734;52.5793771;0.061043472;6.4;;
13.4135501;52.5797675;0.121460315;6.5;;
13.4137552;52.5797897;0.014092163;6.5;;
13.4138929;52.5797748;0.009461102;6.5;;
13.4140261;52.5797391;0.009847685;6.5;;
13.4144369;52.579428;0.044401895;6.6;;
13.4145767;52.5794046;0.009808908;6.6;;
13.4152675;52.5794493;0.046993024;6.7;;
13.4154668;52.5795366;0.016619114;6.7;;
13.4157365;52.5796603;0.022857164;6.7;;
13.4159171;52.5796634;0.012221408;6.7;;
13.4162128;52.5796567;0.020016278;6.7;;
13.4164041;52.5796537;0.012944638;6.7;;
13.4198684;52.5801662;0.241183113;7;;
13.4214381;52.5806306;0.118095677;7.1;;
13.4230165;52.5809924;0.114110662;7.2;;
13.4238279;52.5814037;0.07147478;7.3;;
13.424009;52.5814582;0.013669914;7.3;;
13.4249595;52.5815494;0.065089697;7.4;;
13.4261661;52.581891;0.090039658;7.4;;
13.4264093;52.5819366;0.017215604;7.5;;
13.4265202;52.5819357;0.007502017;7.5;;
13.4268119;52.5819003;0.020120464;7.5;;
13.4271274;52.5819186;0.021437648;7.5;;
13.4273077;52.5819458;0.012565867;7.5;;
13.4274612;52.5819935;0.011661846;7.5;;
13.4283547;52.5824458;0.078661787;7.6;;
13.4283547;52.5824458;0;7.6;;
13.4288401;52.5826795;0.041889846;7.7;;
13.4288401;52.5826795;0;7.7;;
13.4290029;52.5827537;0.013765305;7.7;;
13.4294289;52.5829807;0.038325096;7.7;;
13.4294289;52.5829807;0;7.7;;
13.4296758;52.5831735;0.027194225;7.7;;
13.4296758;52.5831735;0;7.7;;
13.4302234;52.5838202;0.080959685;7.8;;
13.4306259;52.5845157;0.082069606;7.9;;
13.4306962;52.5850862;0.063685518;8;;
13.4307816;52.5853776;0.032948738;8;;
13.4311641;52.5861134;0.085897248;8.1;;
13.4315231;52.586819;0.082214221;8.2;;
13.4319598;52.5877158;0.10410866;8.3;;
13.4320861;52.5880255;0.035518073;8.3;;
13.4321482;52.5881467;0.014130502;8.3;;
13.4322412;52.5882406;0.012199312;8.3;;
13.4323144;52.5883042;0.008639068;8.3;;
13.4324361;52.5883679;0.010864017;8.4;;
13.4326468;52.5884429;0.01651549;8.4;;
13.432802;52.5884658;0.010801395;8.4;;
13.4330724;52.58842;0.018984729;8.4;;
13.4332209;52.5884469;0.010480067;8.4;;
13.4333342;52.5885126;0.010592668;8.4;;
13.433777;52.5892825;0.090786122;8.5;;
13.4338048;52.5894924;0.023441478;8.5;;
13.4338552;52.5895469;0.006958828;8.5;;
13.4340337;52.5896377;0.015744678;8.6;;
13.4354042;52.5905404;0.136704908;8.7;;
13.435784;52.5911428;0.071809432;8.8;;
13.4358308;52.5912024;0.007350861;8.8;;
13.435987;52.5912144;0.010647364;8.8;;
13.438049;52.5918323;0.155486502;8.9;;
13.4403095;52.5926564;0.17828029;9.1;;
13.4412108;52.5929889;0.07130808;9.2;;
13.4419543;52.5933539;0.064643625;9.3;;
13.4423549;52.5936974;0.046861648;9.3;;
13.4440111;52.5962865;0.309211345;9.6;;
13.4453932;52.598439;0.257194387;9.9;;
13.4460421;52.5994995;0.125943775;10;;
13.4465352;52.6005353;0.12002802;10.1;;
13.4472636;52.6020978;0.180774194;10.3;;
13.4483685;52.6045462;0.282605865;10.6;;
13.4485777;52.6050544;0.058313641;10.6;;
13.4487943;52.6058538;0.090185515;10.7;;
13.4489179;52.6065001;0.072429379;10.8;;
13.4489329;52.6067458;0.02736999;10.8;;
13.4487703;52.6075665;0.092018788;10.9;;
13.4488095;52.6077169;0.016950869;10.9;;
13.4488208;52.6077375;0.002417066;10.9;;
13.4489618;52.6079001;0.020456861;11;;
13.4490799;52.6079703;0.011171689;11;;
13.4491604;52.6080022;0.006497986;11;;
13.4491604;52.6080022;0;11;;
13.4495069;52.6080809;0.025008276;11;;
13.4495069;52.6080809;0;11;;
13.4496593;52.6081266;0.011489891;11;;
13.4497542;52.6081551;0.007156883;11;;
13.4500218;52.6083144;0.02533192;11;;
13.4501726;52.6084635;0.019478284;11.1;;
13.4503445;52.6087987;0.039081823;11.1;;
13.4507337;52.6096363;0.09688191;11.2;;
13.4513958;52.6110546;0.164105392;11.4;;
13.4516999;52.6114071;0.044298158;11.4;;
13.452133;52.6118156;0.054082627;11.5;;
13.4528497;52.6123042;0.072837082;11.5;;
13.4531062;52.6124542;0.024071125;11.6;;
13.4540872;52.6130724;0.095565339;11.7;;
13.4568831;52.6147625;0.266664447;11.9;;
13.4577517;52.6153048;0.084208235;12;;
13.4584227;52.6156873;0.062208085;12.1;;
13.4596723;52.6162844;0.107476871;12.2;;
13.4598385;52.616363;0.014238644;12.2;;
13.4602811;52.6165667;0.03753729;12.2;;
13.4603388;52.6165939;0.004937246;12.2;;
13.4616494;52.6172115;0.112129147;12.3;;
13.4648064;52.6186992;0.270095777;12.6;;
13.4660088;52.6195685;0.126364413;12.7;;
13.4683495;52.621339;0.252721483;13;;
13.4689444;52.6218128;0.066318365;13.1;;
13.4701195;52.6226718;0.124298093;13.2;;
13.4705981;52.6229341;0.043573305;13.2;;
13.4733171;52.6240318;0.220663337;13.4;;
13.473583;52.6241246;0.020726308;13.5;;
13.4760627;52.6248107;0.184151055;13.7;;
13.477973;52.6253071;0.140417065;13.8;;
13.4787612;52.625513;0.057983977;13.8;;
13.4790469;52.6255755;0.020521123;13.9;;
13.4793286;52.6256071;0.019357691;13.9;;
13.4796761;52.6256272;0.023588059;13.9;;
13.4799021;52.6256265;0.015271744;13.9;;
13.4803074;52.6256151;0.027416811;14;;
13.4804144;52.6256111;0.007244034;14;;
13.4806138;52.6256036;0.013499945;14;;
13.4810185;52.6255555;0.027866174;14;;
13.4819221;52.6255441;0.061072445;14.1;;
13.4821056;52.6255693;0.012713067;14.1;;
13.4826832;52.6256726;0.040689035;14.1;;
13.4832516;52.6258043;0.041111462;14.2;;
13.4832516;52.6258043;0;14.2;;
13.4837717;52.6260388;0.043778795;14.2;;
13.4837717;52.6260388;0;14.2;;
13.4845942;52.6266204;0.085326619;14.3;;
13.4854851;52.6272467;0.092112621;14.4;;
13.485785;52.6274896;0.033790245;14.4;;
13.4881187;52.6294578;0.269942674;14.7;;
13.4897011;52.630818;0.185359774;14.9;;
13.4899354;52.631179;0.043191956;14.9;;
13.4901028;52.6313879;0.025859255;14.9;;
13.4903914;52.6316446;0.034594545;15;;
13.4911282;52.6322852;0.086967912;15.1;;
13.4912979;52.6324292;0.019708291;15.1;;
13.4918666;52.6329225;0.067021193;15.1;;
13.4923965;52.6333875;0.062937824;15.2;;
13.4926417;52.6335512;0.024627413;15.2;;
13.4927113;52.6336261;0.00957238;15.2;;
13.4926879;52.6336731;0.005465648;15.3;;
13.4930132;52.6339131;0.034594649;15.3;;
