x;y;distance_to_neighbour;km;qsim_id;comment
13.2687631;52.5291991;0.022166876;4.5;;
13.2695355;52.529186;0.052328801;4.5;OW_S501.SOW_4.5;
13.2707973;52.5291481;0.085555766;4.6;;
13.2712736;52.5291338;0.032295286;4.6;SOW_S501.SOW_4.6;
13.2718482;52.5291056;0.039039547;4.7;;
13.272604;52.5290685;0.051350763;4.7;;
13.273667;52.5290917;0.072034988;4.8;;
13.273667;52.5290917;0;4.8;;
13.2745862;52.5291209;0.062334999;4.9;;
13.2764989;52.5294304;0.13403537;5;;
13.2770186;52.5295283;0.036843602;5;;
13.2783101;52.529758;0.091123233;5.1;SOW_S501.SOW_5.1;
13.2800712;52.5300672;0.12413083;5.2;SOW_S501.SOW_5.2;
13.2810478;52.53018;0.067317402;5.3;SOW_S501.SOW_5.3;
13.2810478;52.53018;0;5.3;;
13.2817227;52.5300118;0.049391296;5.4;;
13.2817879;52.5299953;0.004782199;5.4;;
13.2827535;52.5296951;0.07343572;5.4;SOW_S501.SOW_5.4;
13.2834674;52.5294915;0.053395233;5.5;;
13.2839766;52.5293557;0.037651909;5.5;SOW_S501.SOW_5.5;
13.2850065;52.5292382;0.070962621;5.6;SOW_S501.SOW_5.6;
13.2858863;52.5293427;0.060706685;5.7;;
13.2868519;52.5296037;0.071556025;5.7;SOW_S501.SOW_5.7;
13.2882355;52.530171;0.112993635;5.8;SOW_S501.SOW_5.8;
13.2882355;52.530171;0;5.8;;
13.2898989;52.5304392;0.116535316;6;SOW_S501.SOW_5.9;
13.2911649;52.5306089;0.087790051;6;SOW_S501.SOW_6;
13.2921646;52.530651;0.067861495;6.1;SOW_S501.SOW_6.1;
13.2932992;52.5306987;0.077018057;6.2;SOW_S501.SOW_6.2;
13.294179;52.5305029;0.063441681;6.3;;
13.2947583;52.5300852;0.060836669;6.3;SOW_S501.SOW_6.4;Uh Schleuse Charlottenburg
13.2949193;52.5299224;0.021149768;6.3;SOW_S306.SOW_6.34;Oh Schleuse Charlottenburg
13.2950451;52.5296515;0.031336722;6.4;SOW_S306.SOW_6.36;
13.2953162;52.5292498;0.048339203;6.4;SOW_S306.SOW_6.4;
13.2957897;52.528594;0.079735499;6.5;SOW_S306.SOW_6.48;
13.2957897;52.528594;0;6.5;SOW_S306.SOW_6.6;Uh Zufluss WHK
13.2960177;52.5281395;0.052898451;6.6;SOW_S305.SOW_6.6;Oh Zufluss WHK
13.2965822;52.5265867;0.177034159;6.7;;
13.2968826;52.525007;0.177024418;6.9;;
13.2970903;52.5235702;0.160561284;7.1;;
13.2972265;52.5232397;0.037929991;7.1;;
13.2974073;52.5228921;0.040586169;7.1;;
13.29762;52.5226433;0.031219128;7.2;;
13.297856;52.5224472;0.027056465;7.2;SOW_S305.SOW_7.2;
13.2981411;52.5222996;0.025354818;7.2;;
13.2985956;52.5221535;0.034816634;7.3;;
13.2989574;52.5220646;0.026428578;7.3;SOW_S305.SOW_7.3;
13.2996037;52.5219451;0.045752489;7.3;;
13.3001223;52.5218847;0.035764168;7.4;;
13.3005469;52.5218376;0.029233595;7.4;;
13.3014802;52.5217845;0.063491331;7.5;;
13.3020961;52.5217371;0.042049417;7.5;;
13.302714;52.5216796;0.042339199;7.5;;
13.3030839;52.5216256;0.025765707;7.6;;
13.3039618;52.5214548;0.062429296;7.6;;
13.3052316;52.5210378;0.097736273;7.7;;
13.3058645;52.52081;0.049807999;7.8;;
13.3062171;52.5207108;0.026312745;7.8;;
13.3066366;52.5206263;0.029931396;7.8;;
13.3070884;52.5205749;0.031133099;7.9;;
13.3076859;52.5205288;0.04079592;7.9;SOW_S305.SOW_7.9;
13.3083717;52.5205556;0.046548601;8;;
13.3095058;52.5206281;0.077241361;8;;
13.3106828;52.5206935;0.080056007;8.1;SOW_S305.SOW_8.1;
13.3120465;52.5207395;0.092512151;8.2;;
13.3123629;52.5207297;0.021459117;8.2;;
13.3129836;52.5206687;0.042588021;8.3;SOW_S305.SOW_8.29;
13.3141618;52.5204232;0.084355394;8.4;;
13.3145073;52.5203318;0.025518748;8.4;;
13.3148261;52.5202528;0.023316217;8.4;;
13.3153033;52.5201512;0.034245142;8.4;;
13.3161518;52.520132;0.057513691;8.5;;
13.3165915;52.5201963;0.030631533;8.5;;
13.3167794;52.5202997;0.017160443;8.5;;
13.317309;52.5206209;0.050649084;8.6;;
13.3178863;52.5211472;0.070438327;8.7;;
13.3181841;52.5214932;0.04347876;8.7;;
13.3183982;52.5225967;0.123694071;8.8;SOW_S305.SOW_8.75;
13.3184652;52.5228474;0.028274351;8.9;;
13.3185485;52.5231104;0.029815715;8.9;;
13.318654;52.5232909;0.021325939;8.9;;
13.3187863;52.5234838;0.023268187;8.9;;
13.3189666;52.5236724;0.024288124;9;SOW_S305.SOW_8.95;Uh Zufluss LWK
13.3191864;52.5238606;0.025701032;9;;
13.3193725;52.5239993;0.019931616;9;;
13.319741;52.5242135;0.034517978;9;;
13.3199907;52.5243408;0.022064333;9.1;;
13.3203086;52.5244704;0.025917752;9.1;;
13.3206855;52.5246027;0.029470929;9.1;SOW_S304.SOW_9.1;Oh Zufluss LWK
13.3210678;52.5246907;0.02768395;9.1;;
13.3213199;52.5247383;0.017877765;9.2;;
13.3216049;52.5247868;0.020043555;9.2;;
13.3222724;52.5248637;0.046012274;9.2;;
13.3230081;52.5249231;0.050264787;9.3;;
13.3234194;52.5249382;0.027907433;9.3;;
13.3239045;52.5249195;0.032921015;9.3;;
13.3242917;52.5248646;0.026927228;9.4;;
13.3248442;52.5247655;0.039012389;9.4;;
13.3251904;52.5246854;0.025085933;9.4;;
13.3255648;52.5245832;0.027792954;9.5;;
13.3258132;52.5245012;0.019140756;9.5;;
13.3261036;52.5244031;0.02249688;9.5;;
13.3266843;52.5241488;0.048458927;9.6;;
13.327865;52.5234604;0.110759131;9.7;;
13.3286462;52.5229324;0.079084401;9.7;;
13.3291034;52.5225587;0.051860638;9.8;;
13.3292989;52.5223856;0.023380589;9.8;;
13.3294531;52.5222109;0.022074663;9.8;;
13.3295783;52.5220364;0.021195601;9.9;SOW_S304.SOW_9.85;
13.3296831;52.5218414;0.022838449;9.9;;
13.3297935;52.5216067;0.02717574;9.9;;
13.3298573;52.5213964;0.023806001;9.9;;
13.3298955;52.5212069;0.021253135;10;;
13.3299198;52.5210073;0.022280251;10;;
13.3299106;52.5207773;0.025611065;10;;
13.3298745;52.520562;0.024091501;10;;
13.3295527;52.5194783;0.122590375;10.1;SOW_S304.SOW_10.05;
13.3295157;52.51929;0.021110761;10.2;;
13.3295064;52.5191061;0.020481345;10.2;;
13.3295454;52.5189078;0.022232169;10.2;;
13.329617;52.5187079;0.022775173;10.2;;
13.3296848;52.5185486;0.018318261;10.3;;
13.3297821;52.5183668;0.021284095;10.3;SOW_S304.SOW_10.28;
13.3299343;52.518172;0.02401112;10.3;;
13.330194;52.5179495;0.030380199;10.3;;
13.3304951;52.5177163;0.033013909;10.4;;
13.3308444;52.5174907;0.034504567;10.4;;
13.3312478;52.5172896;0.035325355;10.4;;
13.3317107;52.5171349;0.035774751;10.5;;
13.332149;52.5170105;0.032761433;10.5;;
13.3324039;52.5169602;0.018152327;10.5;;
13.3326866;52.5169214;0.019631389;10.5;;
13.3332434;52.5168929;0.037851354;10.6;;
13.3338738;52.5169291;0.042893604;10.6;;
13.3344636;52.5170412;0.041857003;10.7;;
13.3348421;52.5171739;0.029590806;10.7;;
13.3354321;52.5174675;0.051628951;10.7;;
13.337728;52.5192302;0.250380312;11;SOW_S304.SOW_10.9;
13.3381638;52.519554;0.046590566;11;;
13.3387109;52.5201279;0.073856573;11.1;;
13.3389913;52.5205552;0.051218543;11.2;SOW_S304.SOW_11.2;
13.3391943;52.5209879;0.050092104;11.2;;
13.339353;52.5214904;0.056961522;11.3;;
13.3394792;52.5217989;0.035389905;11.3;;
13.339703;52.5220299;0.029850245;11.3;;
13.3400031;52.5222364;0.030685442;11.4;;
13.3404927;52.5224986;0.044177434;11.4;;
13.34096;52.5226546;0.036102281;11.4;;
13.3414041;52.5227203;0.030956167;11.5;;
13.3417874;52.522757;0.026281143;11.5;SOW_S304.SOW_11.48;
13.341991;52.5227825;0.014079346;11.5;;
13.3426204;52.5228468;0.043227161;11.6;;
13.3438649;52.5228729;0.084342247;11.6;;
13.3451953;52.5227424;0.091273947;11.7;;
13.3459031;52.522618;0.049900761;11.8;SOW_S304.SOW_11.8;
13.3465257;52.522429;0.047127221;11.8;;
13.34762;52.5219329;0.092431837;11.9;;
13.3483154;52.5216037;0.059678644;12;;
13.3489504;52.521267;0.057050836;12;SOW_S304.SOW_12;
13.3499374;52.5203792;0.119317912;12.2;SOW_S304.SOW_12.1;
13.350204;52.5201714;0.029346249;12.2;SOW_S304.SOW_12.2;
13.3508949;52.5196485;0.0746889;12.3;;
13.3513966;52.5193216;0.049791011;12.3;;
13.3527913;52.5185643;0.126618291;12.4;;
13.3530382;52.5184251;0.022799766;12.5;SOW_S304.SOW_12.5;
13.3544436;52.5177025;0.124634129;12.6;;
13.354819;52.5175965;0.028033863;12.6;;
13.3555164;52.5174022;0.051957936;12.7;;
13.3565001;52.517284;0.067922774;12.7;;
13.3570788;52.5172623;0.039275717;12.8;SOW_S304.SOW_12.79;
13.3576464;52.5173177;0.038940873;12.8;;
13.3590999;52.5176111;0.103736035;12.9;;
13.3598035;52.5178735;0.055900522;13;;
13.360383;52.5181778;0.051850061;13;;
13.3610042;52.5185432;0.058525335;13.1;;
13.361549;52.5188558;0.050722987;13.1;;
13.3620447;52.5190698;0.041169913;13.2;;
13.362661;52.5192911;0.048473301;13.2;;
13.365088;52.5198926;0.177510325;13.4;;
13.365088;52.5198926;0;13.4;SOW_S304.SOW_13.4;
13.3658018;52.5201109;0.054113504;13.5;;
13.3662274;52.5202385;0.032137842;13.5;;
13.3665886;52.5203661;0.028290565;13.5;;
13.3669054;52.5204861;0.025276814;13.5;;
13.367094;52.5205681;0.015701014;13.6;;
13.3671314;52.5205875;0.003328885;13.6;;
13.3671983;52.5206227;0.00599071;13.6;;
13.3675542;52.5208144;0.032195287;13.6;;
13.3678379;52.5210028;0.028444999;13.6;;
13.3680982;52.521226;0.030466558;13.7;;
13.3684983;52.5216326;0.052755323;13.7;;
13.3687669;52.5218971;0.034611302;13.7;;
13.369115;52.5222158;0.042597771;13.8;;
13.3693487;52.5223757;0.02382017;13.8;;
13.3695889;52.5225248;0.023241681;13.8;;
13.3700218;52.5227162;0.03624506;13.9;;
13.3706185;52.5228663;0.043733444;13.9;;
13.3707464;52.5228994;0.009413951;13.9;;
13.3709122;52.5229384;0.012039901;13.9;;
13.3712265;52.5229962;0.022239168;14;;
13.371581;52.5230399;0.024498668;14;;
13.3719301;52.5230561;0.023713731;14;;
13.3722127;52.5230571;0.019141236;14;;
13.3722127;52.5230571;0;14;;
13.3726896;52.52302;0.032564103;14.1;;
13.3731158;52.5229714;0.029369784;14.1;;
13.3735194;52.5228991;0.028496679;14.1;;
13.3740215;52.5227532;0.03768741;14.2;;
13.3745065;52.5225858;0.037767509;14.2;;
13.3749477;52.5223817;0.037539802;14.2;;
13.3752777;52.522231;0.027946923;14.3;;
13.3755624;52.5220538;0.027585558;14.3;;
13.3757714;52.5219129;0.021128541;14.3;;
13.3758349;52.5218584;0.007436838;14.3;;
13.3759333;52.5217795;0.01102564;14.3;;
13.3760536;52.5216278;0.018750252;14.3;;
13.3762202;52.5214192;0.025817924;14.4;;
13.3763198;52.5211641;0.029187955;14.4;;
13.3763841;52.5209391;0.025422734;14.4;;
13.3764475;52.5206347;0.034156688;14.5;;
13.3764599;52.5205539;0.009033745;14.5;;
13.3764866;52.5204429;0.012488114;14.5;SOW_S304.SOW_14.5;Uh Abzweig BSSK
13.3765316;52.5203329;0.012618814;14.5;SOW_S303.SOW_14.5;Oh Abzweig BSSK
13.3766184;52.5202011;0.015806107;14.5;;
13.3766403;52.5201661;0.004169024;14.5;;
13.3767768;52.520011;0.019585473;14.5;;
13.3770764;52.5198112;0.030108614;14.6;;
13.377339;52.5196822;0.022860781;14.6;;
13.3776164;52.5195642;0.022926347;14.6;SOW_S303.SOW_14.6;
13.3778964;52.5194678;0.021791757;14.6;;
13.3782498;52.5193604;0.026757814;14.7;;
13.3785521;52.5192907;0.021897661;14.7;;
13.3788613;52.5192359;0.021814691;14.7;;
13.3791705;52.5192107;0.021131427;14.7;;
13.3795705;52.519178;0.027338398;14.8;SOW_S303.SOW_14.75;
13.3802539;52.519199;0.04635075;14.8;;
13.380815;52.5192171;0.038060826;14.8;;
13.3822098;52.5194913;0.099288155;14.9;;
13.3836045;52.5199035;0.105026335;15;;
13.3844628;52.5201834;0.065961029;15.1;SOW_S303.SOW_15.1;
13.3850207;52.5204315;0.046806403;15.2;;
13.3854117;52.5206542;0.036276935;15.2;;
13.3859434;52.5209538;0.049085301;15.2;;
13.3869355;52.521507;0.091148591;15.3;SOW_S303.SOW_15.3;
13.3879702;52.5221112;0.097136684;15.4;SOW_S303.SOW_15.4;
13.3883252;52.5222072;0.026313015;15.5;;
13.3891755;52.5223109;0.05873863;15.5;;
13.3894839;52.5223377;0.021100702;15.5;;
13.3911731;52.5224565;0.115175482;15.6;SOW_S303.SOW_15.56;
13.3916795;52.5224829;0.034425344;15.7;;
13.3929723;52.5223861;0.088225023;15.8;;
13.3940589;52.5223087;0.074100829;15.8;SOW_S303.SOW_15.8;
13.3943258;52.5222949;0.018142993;15.9;;
13.3956494;52.5221721;0.090687268;16;;
13.3967584;52.5219228;0.08007854;16;;
13.3974686;52.5217578;0.05149164;16.1;SOW_S303.SOW_16.1;
13.3980572;52.5216277;0.042417018;16.1;SOW_S303.SOW_16.13;
13.3990601;52.5213818;0.073238177;16.2;SOW_S303.SOW_16.15;
13.3996217;52.5211411;0.046529107;16.2;;
13.3999649;52.5209303;0.033031202;16.3;SOW_S303.SOW_16.3;Uh Zufluss Kupfergraben
13.4002128;52.5207057;0.030117634;16.3;SOW_S301.SOW_16.3;Oh Zufluss Kupfergraben
13.4004115;52.5205299;0.023751379;16.3;;
13.4009832;52.5200966;0.061856095;16.4;;
13.4014628;52.5196584;0.058607779;16.5;;
13.4018846;52.5192063;0.0578722;16.5;;
13.402347;52.5187653;0.05823296;16.6;SOW_S301.SOW_16.55;
13.4026181;52.5184891;0.035813054;16.6;SOW_S301.SOW_16.65;
13.4040558;52.5170719;0.185400929;16.8;SOW_S301.SOW_16.8;
13.4043756;52.5167754;0.039480634;16.8;;
13.4051136;52.5161662;0.084251522;16.9;;
13.4051136;52.5161662;0;16.9;;
13.4056683;52.5158043;0.055090941;17;;
13.4054105;52.515495;0.038606959;17;SOW_S301.SOW_17;
13.405714;52.5152599;0.033281373;17;;
13.4061641;52.5150165;0.040790626;17.1;;
13.406327;52.5149401;0.013932469;17.1;;
13.406327;52.5149401;0;17.1;;
13.4066478;52.5148385;0.024499185;17.1;;
13.406887;52.5147585;0.018490321;17.1;;
13.4071067;52.5147158;0.015624036;17.2;;
13.4070379;52.5151272;0.046033394;17.2;;
13.4078083;52.5150067;0.053886101;17.3;;
13.4078083;52.5150067;0;17.3;;
13.4078083;52.5150067;0;17.3;;
13.4082146;52.5146542;0.047931016;17.3;SOW_S301.SOW_17.26;
13.4082146;52.5146542;0;17.3;;
13.4086742;52.5148014;0.035184008;17.3;;
13.4087264;52.5149734;0.019470767;17.4;;
13.4092032;52.5149554;0.032362404;17.4;SOW_S301.SOW_17.54;Uh Schleuse Mühlendamm
13.4091538;52.5147663;0.02131487;17.4;SOW_S107.SOW_17.5;Oh Schleuse Mühlendamm
13.4101672;52.5144647;0.076422138;17.5;SOW_S107.SOW_17.52;
13.4113258;52.5145878;0.079676182;17.6;SOW_S107.SOW_17.56;
13.4113708;52.5147775;0.021336213;17.6;;
13.4118705;52.5147225;0.034401035;17.6;;
13.4118411;52.5145384;0.020590471;17.6;;
13.4113272;52.5143255;0.042115356;17.7;SOW_S107.SOW_17.65;
13.4127267;52.5142181;0.095559996;17.8;;
13.4127267;52.5142181;0;17.8;;
13.4130839;52.5142721;0.024933996;17.8;;
13.413602;52.5143821;0.037173358;17.8;SOW_S107.SOW_17.8;
13.4136991;52.5144054;0.007070918;17.9;;
13.4137763;52.5144555;0.007645648;17.9;;
13.4136369;52.5146366;0.022262198;17.9;;
13.4140009;52.5146551;0.024744821;17.9;;
13.4140009;52.5146551;0;17.9;;
13.4128312;52.5145929;0.079542643;18;;
13.4128312;52.5145929;0;18;SOW_S106.SOW_18;Oh Abzweig Spreekanal
13.4128312;52.5145929;0;18;SOW_S106.SOW_18.1;
13.4160485;52.51466;0.218082224;18.2;SOW_S106.SOW_18.2;
13.4178076;52.5142482;0.127682659;18.3;;
13.4182158;52.5141508;0.029703191;18.4;SOW_S106.SOW_18.45;
13.4226498;52.5125934;0.346827725;18.7;;
13.4231233;52.5123815;0.03981779;18.7;SOW_S106.SOW_18.7;
13.4246531;52.5117741;0.123747361;18.9;;
13.4258579;52.5110758;0.112717312;19;;
13.425938;52.5110303;0.007423238;19;;
13.4260093;52.510988;0.006745919;19;;
13.4286855;52.5094368;0.250386579;19.2;SOW_S106.SOW_19.11;
13.4292663;52.5091603;0.049958788;19.3;SOW_S106.SOW_19.3;
13.432838;52.507523;0.302956669;19.6;SOW_S106.SOW_19.65;
13.4351039;52.5063737;0.199849114;19.8;;
13.4372221;52.5053197;0.185380494;20;;
13.4388546;52.5045222;0.14183648;20.1;SOW_S106.SOW_20.2;
13.4450502;52.5019754;0.50658776;20.6;SOW_S106.SOW_20.41;
13.445697;52.5017269;0.051829452;20.7;;
13.445697;52.5017269;0;20.7;SOW_S106.SOW_20.7;
13.4494627;52.5003089;0.300059981;21;;
13.4516076;52.4996706;0.161791487;21.1;SOW_S106.SOW_21.2;
13.4540042;52.4989573;0.180784386;21.3;SOW_S105.SOW_21.2;Oh Abzweig LWK
13.4553703;52.4985507;0.103051402;21.4;SOW_S105.SOW_21.6;
13.4607291;52.496884;0.407817605;21.8;SOW_S105.SOW_21.8;
13.4625092;52.4960997;0.148919714;22;;
13.4629993;52.495857;0.04281601;22;;
13.4636944;52.49552;0.060221694;22.1;;
13.4639733;52.4953869;0.024017172;22.1;;
13.4647409;52.4950073;0.067023153;22.2;;
13.4685884;52.4933672;0.318329456;22.5;SOW_S105.SOW_22.05;Elsenbrücke
13.4720785;52.4921911;0.270366188;22.8;;
13.4736211;52.4918777;0.110223257;22.9;;
13.4749975;52.4915984;0.09833661;23;;
13.4755431;52.4913407;0.046803093;23;;
13.4772887;52.4905164;0.149730713;23.2;;
13.4775228;52.4904058;0.020084015;23.2;;
13.4775228;52.4904058;0;23.2;;
13.4788096;52.4893575;0.145690771;23.3;;
13.4791804;52.4890554;0.04198426;23.4;;
13.4797976;52.488576;0.067810602;23.5;;
13.48135;52.4882052;0.113035462;23.6;;
13.4829279;52.4880608;0.108159587;23.7;;
13.4841826;52.488203;0.086510793;23.8;;
13.4851772;52.4883998;0.070889127;23.8;;
13.4861597;52.4885747;0.069386134;23.9;;
13.4870744;52.4887158;0.063961119;24;;
13.4879339;52.4887776;0.058665424;24;;
13.4892138;52.4886715;0.087557517;24.1;;
13.4907866;52.4884418;0.109635228;24.2;;
13.4924036;52.4875971;0.144416396;24.4;;
13.4941865;52.4858778;0.226356934;24.6;;
13.4944203;52.4855739;0.037358553;24.6;;
13.495856;52.4830936;0.292757698;24.9;;
13.4962722;52.4812627;0.205758697;25.1;;
13.4963058;52.4806535;0.067854082;25.2;;
13.4964328;52.4786984;0.217810994;25.4;;
13.4963292;52.477712;0.11002998;25.5;;
13.4955551;52.4753545;0.267632813;25.8;;
13.4955658;52.4743872;0.107681788;25.9;;
13.4958469;52.4734491;0.106154058;26;;
13.4962833;52.4726864;0.089912447;26.1;;
13.4967984;52.4717646;0.108396123;26.2;;
13.4985918;52.4699648;0.234374037;26.4;;
13.4985918;52.4699648;0;26.4;;
13.4989132;52.4697441;0.032842501;26.5;;
13.4998158;52.4691036;0.093969438;26.6;;
13.5001303;52.4687348;0.046263993;26.6;;
13.5009846;52.4673238;0.167415851;26.8;;
13.5015916;52.466298;0.121384986;26.9;;
13.5024986;52.4648166;0.176007683;27.1;;
13.5027107;52.4645782;0.030186446;27.1;;
13.5034646;52.4638397;0.096813146;27.2;;
13.5049674;52.4628644;0.14891661;27.4;;
13.5061779;52.4624382;0.094824295;27.4;;
13.5064652;52.462348;0.021921009;27.5;;
13.5087897;52.4616036;0.178111439;27.6;;
13.5109159;52.4608822;0.16506509;27.8;;
13.5129803;52.4599999;0.171036121;28;;
13.5135059;52.4597006;0.048796187;28;;
13.5146673;52.4590441;0.107455733;28.1;;
13.5152985;52.4588133;0.049931822;28.2;;
13.5160423;52.4586805;0.052573636;28.2;;
13.5174031;52.4586388;0.09242069;28.3;;
13.5180763;52.4585775;0.04617075;28.4;;
13.5187203;52.4583814;0.048833969;28.4;;
13.5197229;52.4580647;0.076602617;28.5;;
13.5199105;52.4579706;0.016482126;28.5;;
13.5209595;52.4574185;0.094023628;28.6;;
13.5218531;52.4565055;0.118338051;28.7;;
13.5224337;52.455511;0.117504301;28.9;;
13.5226715;52.4551944;0.038760065;28.9;;
13.5230161;52.4548579;0.04415465;28.9;;
13.5240394;52.4543654;0.088456548;29;;
13.5255882;52.4538108;0.121863262;29.1;;
13.5273116;52.4534855;0.122392482;29.3;;
13.5284313;52.4533702;0.07703585;29.3;;
13.5295308;52.4534078;0.074706147;29.4;;
13.530762;52.4535636;0.085304688;29.5;;
13.5324717;52.4540126;0.12629451;29.6;;
13.5340638;52.4548435;0.142197692;29.8;;
13.5361223;52.4556509;0.166065429;29.9;;
13.5367889;52.4558533;0.050521298;30;;
13.5370078;52.4559205;0.016626953;30;;
13.5379737;52.456167;0.071035521;30.1;;
13.5388398;52.4563372;0.061730862;30.1;;
13.539724;52.4563809;0.060176007;30.2;;
13.5413864;52.456312;0.113028242;30.3;;
13.5423292;52.4562637;0.064179862;30.4;;
13.5448275;52.4558841;0.17466027;30.6;;
13.546329;52.4556839;0.10426412;30.7;;
13.5477488;52.4553672;0.102562579;30.8;;
13.5505027;52.4545709;0.206778692;31;;
13.5508999;52.4544546;0.029893783;31;;
13.5537322;52.4539377;0.200567628;31.2;;
13.5566277;52.4536884;0.198376237;31.4;;
13.5577514;52.4536976;0.076236853;31.5;;
13.5584357;52.4537275;0.046540947;31.5;;
13.5595073;52.453747;0.072727924;31.6;;
13.5617351;52.4539975;0.153680803;31.7;;
13.5631828;52.4543307;0.104979574;31.8;;
13.5636177;52.4543142;0.029559606;31.9;;
13.5640021;52.454238;0.02742169;31.9;;
13.5643732;52.4541137;0.028726651;31.9;;
13.5653129;52.4536784;0.080074033;32;;
13.5656764;52.4534664;0.034132523;32;;
13.5663227;52.4529999;0.067964051;32.1;;
13.5665233;52.4527251;0.033481031;32.1;;
13.5687014;52.4500199;0.335441714;32.5;;
13.5699525;52.4492478;0.120797548;32.6;;
13.5716109;52.4488746;0.119939823;32.7;;
13.5723104;52.4486271;0.054876006;32.8;;
13.572897;52.4482373;0.058879832;32.8;;
13.572897;52.4482373;0;32.8;;
13.5743496;52.4484243;0.100728496;32.9;;
13.5746219;52.4484594;0.018883262;33;;
13.5746734;52.4484663;0.003577521;33;;
