x;y;distance_to_neighbour;km;qsim_id;comment
13.3349485;52.5405689;0;8.2;;
13.3364153;52.5402305;0.106213947;8.3;;
13.3387251;52.539551;0.173718994;8.4;BSSK_S310.BSSK_8.6;Uh Abzweig WHK
13.3399482;52.5393161;0.086841851;8.5;BSSK_S309.BSSK_8.6;Oh Abzweig WHK
13.3429737;52.5388984;0.210057699;8.7;BSSK_S309.BSSK_8.7;
13.3436852;52.5388179;0.048999994;8.8;BSSK_S309.BSSK_8.8;
13.3446918;52.538691;0.069602742;8.8;;
13.3457847;52.5385591;0.07544017;8.9;;
13.3477326;52.5384272;0.132702571;9.1;;
13.3485704;52.5384566;0.056819881;9.1;;
13.3493737;52.5385658;0.055731436;9.2;BSSK_S309.BSSK_9.2;
13.3496452;52.5386226;0.01943963;9.2;;
13.3519216;52.539055;0.161469913;9.4;;
13.3525057;52.5391559;0.041111619;9.4;;
13.3531017;52.5392378;0.041370222;9.4;;
13.3538045;52.5392626;0.047664144;9.5;BSSK_S309.BSSK_9.5;
13.3545179;52.5392117;0.048633035;9.5;;
13.3561273;52.5388723;0.115331482;9.6;;
13.3576131;52.5385208;0.107941367;9.8;BSSK_S309.BSSK_9.75;
13.3582162;52.5383758;0.043909014;9.8;;
13.3587666;52.5382459;0.039973638;9.8;BSSK_S309.BSSK_9.85;
13.3593437;52.5380812;0.043161962;9.9;;
13.3603115;52.5378021;0.072520739;10;;
13.3610338;52.5376037;0.053661822;10;;
13.3615845;52.5374502;0.041016297;10;BSSK_S309.BSSK_10;
13.3631439;52.537019;0.115985221;10.2;;
13.3645054;52.5365332;0.10687886;10.3;;
13.3655011;52.5363307;0.071088429;10.3;;
13.3660259;52.5358552;0.063753994;10.4;BSSK_S309.BSSK_10.54;Uh Zulauf Panke
13.3663626;52.5355442;0.041452944;10.4;BSSK_S307.BSSK_10.54;Oh Zulauf Panke
13.3678975;52.5341517;0.186630477;10.6;BSSK_S307.BSSK_10.6;
13.3689421;52.5330479;0.141780165;10.8;BSSK_S307.BSSK_10.7;
13.3693137;52.5326637;0.04962237;10.8;BSSK_S307.BSSK_10.8;
13.3703866;52.5314497;0.153433881;11;BSSK_S307.BSSK_10.9;
13.371202;52.5303533;0.13396059;11.1;;
13.3720388;52.5294787;0.112651375;11.2;;
13.3731117;52.5285649;0.125008336;11.3;;
13.3736911;52.5280427;0.070134947;11.4;;
13.3738686;52.5278255;0.027002015;11.4;;
13.3740344;52.5274553;0.042712845;11.5;BSSK_S307.BSSK_11.5;
13.3740344;52.52692;0.059589323;11.5;;
13.3736412;52.5264667;0.057056742;11.6;BSSK_S307.BSSK_11.59;
13.3727925;52.5260484;0.073974237;11.7;;
13.3724165;52.5258631;0.032771602;11.7;;
13.3721669;52.5255586;0.037878262;11.8;BSSK_S307.BSSK_11.75;
13.3721576;52.5250901;0.052156985;11.8;;
13.3721616;52.5248149;0.030636322;11.8;;
13.3721967;52.5235544;0.140338355;12;;
13.3722053;52.5232885;0.029605583;12;;
13.3722127;52.5230571;0.025764206;12;BSSK_S307.BSSK_12.2;
